11,fr,"Où se situe la célèbre base navale américaine de Guantanamo, réputée pour sa sévérité ?",Cuba,Mexique,Hawaii,Paraguay,Confirmé,"La base de Guantanamo, très hautement sécurisée, détient des personnes et des individus qualifiés de combattants hors-la-loi.",https://fr.wikipedia.org/wiki/Prison_de_Guantánamo
12,fr,Quelle est la spécialité du sportif tunisien Oussama Mellouli ?,Natation,Marathon,Football,Boxe,Confirmé,Oussama Mellouli est le premier champion olympique tunisien du milieu de la natation professionnelle à avoir remporté ce titre.,https://fr.wikipedia.org/wiki/Oussama_Mellouli
13,fr,Quel acteur français a remporté le premier rôle dans le film « Le Guépard » ?,Alain Delon,Claude Brasseur,Jean Gabin,Jean Reno,Confirmé,"Le film « Le Guépard », mettant en scène l'acteur Alain Delon, décrit la chute de l'aristocratie italienne, dont la scène du bal donne la clé.",https://fr.wikipedia.org/wiki/Le_Guépard_(film)
14,fr,"Qui était le compagnon de Paul de Tarse, désigné aussi sous le nom de saint Paul ?",Saint Luc,Saint Matthieu,Saint Jean,Saint Marc,Confirmé,"Sans faire partie des Douze, Saint Paul a toutefois marqué le christianisme par son interprétation de l'enseignement de Jésus.",https://fr.wikipedia.org/wiki/Paul_de_Tarse
15,fr,Quel titre de noblesse est immédiatement inférieur à celui de comte ?,Vicomte,Marquis,Duc,Archiduc,Confirmé,Vicomte est une distinction héréditaire que beaucoup revendiquent mais à laquelle ne sont attachés aucuns pouvoirs.,https://fr.wikipedia.org/wiki/Vicomte
16,fr,"Quelle est la capitale de la Nouvelle-Zélande, au sud-ouest de l'océan Pacifique ?",Wellington,Washington,Worcester,Winnipeg,Confirmé,"Troisième ville la plus peuplée du pays, Wellington fait partie des douze meilleures villes dans laquelle vivre.",https://fr.wikipedia.org/wiki/Nouvelle-Zélande
17,fr,Quel film a réuni sur les écrans Isabelle Adjani et Sharon Stone ?,« Diabolique »,« Les sorcières »,« Ange et Démon »,« Les ensorceleuses »,Confirmé,"Dans le film « Diabolique », la femme et la maîtresse d'un professeur s'associent pour planifier son assassinat.",https://fr.wikipedia.org/wiki/Diabolique_(film)
18,fr,Comment est également appelée la Transat Jacques Vabre ?,Route du café,Route du rhum,Trophée du rhum,Vendée Globe,Confirmé,"La Transat Jacques Vabre ou route du café, course transatlantique en double, se déroule tous les deux ans depuis 1993.",https://fr.wikipedia.org/wiki/Transat_Jacques_Vabre
19,fr,Quel oiseau vivant dans l'hémisphère nord nage le plus vite ?,Pingouin,Bécassine,Martinet,Pie,Confirmé,"Par abus de langage, le pingouin est souvent confondu avec le manchot, de par sa ressemblance avec le Grand Pingouin.",https://fr.wikipedia.org/wiki/Pingouin
20,fr,Quelle est la plus grosse des planètes de notre Système solaire ?,Jupiter,Saturne,Uranus,Neptune,Confirmé,"Jupiter est une planète géante gazeuse, la plus grosse planète du Système solaire.",https://fr.wikipedia.org/wiki/Jupiter_(planète)
21,fr,"Apparu il y a 450 millions d'années, à quelle classe animale le scorpion appartient-il ?",Arachnides,Reptiles,Insectes,Mammifères,Expert,Les scorpions se distinguent des araignées par un aiguillon venimeux situé au bout de leur abdomen pouvant être mortel pour l'homme.,https://fr.wikipedia.org/wiki/Scorpiones
22,fr,Quel frère d'une actrice prénommée Mary a réalisé le film « La fièvre du samedi soir » ?,John Badham,John Travolta,John Payne,John Remezick,Expert,"« La fièvre du samedi soir », réalisé par John Badham, fut un des principaux vecteurs de diffusion de la musique et de la mode disco.",https://fr.wikipedia.org/wiki/La_Fièvre_du_samedi_soir
23,fr,"Au Moyen Âge, comment appelait-on un village fortifié ?",Bastide,Château fort,Rempart,Tour,Expert,"De nos jours, les bastides les plus connues sont celles de Monflanquin, Monpazier, Grenade ou bien encore Libourne.",https://fr.wikipedia.org/wiki/Bastide_(ville)
24,fr,Quelle ville du Kent est célèbre pour sa source miraculeuse ?,Tunbridge Wells,Gillingham,Dartford,Ramsgate,Expert,"Comme la reine Victoria, de nombreuses personnes célèbres sont venues en cure à Tunbridge Wells profiter de sa source miraculeuse.",https://fr.wikipedia.org/wiki/Tunbridge_Wells
25,fr,Quel apéritif à base de vin est aromatisé avec des plantes amères et toniques ?,Vermouth,Kokebok,Gentiane,Piccolo,Expert,"Dans une classification du plus sec au plus doux, on trouve le vermouth sec, le blanc, le rosé et le rouge.",https://fr.wikipedia.org/wiki/Vermouth
26,fr,"À quel écrivain, membre de l'Académie française, doit-on le roman « Le sagouin » ?",Mauriac,Giono,Camus,Barjavel,Expert,"Dans le roman « Le sagouin », écrit en quatre parties, on peut supposer que l'action se passe vers 1920.",https://fr.wikipedia.org/wiki/Le_Sagouin
27,fr,Quel président Français trouva la mort dans une situation inhabituelle ?,Félix Faure,René Coty,Georges Pompidou,Raymond Poincaré,Expert,"Suite à ce décès inopiné, on a souvent dit de Félix Faure qu'il était un président plus célèbre par sa mort que par sa vie.",https://fr.wikipedia.org/wiki/Félix_Faure
28,fr,Comment appelle-t-on le versant de la montagne non situé au soleil ?,Ubac,Upas,Udret,Uval,Expert,"Dans l'hémisphère Nord, l'ubac est généralement la face Nord d'une montagne alors que l'adret en représente la face Sud.",https://fr.wikipedia.org/wiki/Ubac
29,fr,Quel oiseau palmipède a pour particularité de construire un nid flottant ?,Grèbe,Grèle,Grève,Grène,Expert,"La position des pattes, très courtes et très en arrière par rapport au corps, a valu au grèbe le joli nom de pieds au derrière.",https://fr.wikipedia.org/wiki/Podicipedidae
30,fr,"Un bédane, avec son bec de canard, est un outil proche de quel autre outil ?",Ciseau à bois,Maillet,Vilebrequin,Rabot,Expert,Le bédane est un outil encore parfois utilisé aujourd'hui pour réaliser des pièces en bois tournées entre pointes.,https://fr.wikipedia.org/wiki/Bédane
1,en,What successful film came together on the screens of Sean Connery and Christophe Lambert ?,« Highlander »,« Subway »,« Mad Max »,« Greystoke »,Débutant,"« A Kind of Magic » is an album from the group Queen, released in June 1986, six of its nine songs being used in the film « Highlander ».",https://en.wikipedia.org/wiki/Highlander_(film)
2,en,"Which country, whose first inhabitants were Newars, has Kathmandu as its capital ?",Nepal,Tibet,North Korea,Pakistan,Débutant,Kathmandu is the political and religious capital of Nepal and the largest city in the country.,https://en.wikipedia.org/wiki/Kathmandu
3,en,In which film does John Travolta embody an angel fallen from the sky ?,« Michael »,« Johnny »,« Sam »,« Jerry »,Débutant,"In the film « Michael », two journalists investigate a so-called real angel living with an elderly lady.",https://en.wikipedia.org/wiki/Michael_(1996_film)
4,en,For which French singer-songwriter with 40 million records sold is Capri finished ?,Hervé Vilard,Salvatore Adamo,Serge Lama,Charles Aznavour,Débutant,"Didier Barbelivien, Michel Fugain and Danyel Gérard were part of the list of artists who composed for Hervé Vilard.",https://en.wikipedia.org/wiki/Hervé_Vilard
5,en,"Which painter, born in 1844, is also called by many the Customs officer ?",Henri Rousseau,Pablo Picasso,Edgar Degas,Salvador Dali,Débutant,The first known portrait made by the painter Henri Rousseau seems to be that of his first wife.,https://en.wikipedia.org/wiki/Henri_Rousseau
6,en,Which imaginary character was popularized by the novel by E.R. Burroughs and by the cinema ?,Tarzan,King-Kong,Nessie,The Yeti,Débutant,Edgar Rice Burroughs has inspired many science fiction and fantasy writers as well as many filmmakers.,https://en.wikipedia.org/wiki/Edgar_Rice_Burroughs
7,en,What is the only value for roulette to wear the color green ?,Zero,Forty,Fifty,Thirteen,Débutant,"In roulette, when the dealer takes the hand, each player bets on a number he hopes to be drawn to win the bet.",https://en.wikipedia.org/wiki/Roulette
8,en,"What is the breed of Columbo's dog, the very obstinate and perceptive inspector of television ?",Basset,Beagle,Bichon,Barbet,Débutant,"Interrupted in 1978, the television series « Columbo » was revived in 1989, still with Peter Falk in the main role.",https://en.wikipedia.org/wiki/Columbo
9,en,What is the smallest memory unit usable on a computer ?,Bit,Byte,Giga,Mega,Débutant,"Memory is an essential hardware component of many electronic devices, found in all computers and consoles.",
10,en,"In colloquial parlance, what is the name of a child's tooth ?",Quenotte,Handcuff,Hot water bottle,Groundhog,Débutant,It is particularly important to brush your teeth regularly in order to avoid the proliferation of cavities in the mouth.,https://en.wikipedia.org/wiki/Tooth
11,en,"Where is the famous American naval base of Guantanamo, renowned for its reliability ?",Cuba,Mexico,Hawaii,Paraguay,Confirmé,"The Guantanamo base, very highly secure, detains persons and individuals qualified as outlaw combatants.",
12,en,What is the specialty of Tunisian sportsman Oussama Mellouli ?,Swimming,Marathon,Football,Boxing,Confirmé,Osama Mellouli is the first Tunisian professional swimming champion to win this title.,https://en.wikipedia.org/wiki/Oussama_Mellouli
13,en,Which French actor won the first role in the film « Le Guépard » ?,Alain Delon,Claude Brasseur,Jean Gabin,Jean Reno,Confirmé,"The film « The Leopard », staging the actor Alain Delon, describes the fall of the Italian aristocracy, of which the stage of the ball gives the key.",https://en.wikipedia.org/wiki/The_Leopard_(1963_film)
14,en,"Who was the companion of Paul of Tarsus, also known as Saint Paul ?",Saint Luke,Saint Matthew,Saint John,Saint Mark,Confirmé,"Without being part of the Twelve, Saint Paul nevertheless marked Christianity by his interpretation of the teaching of Jesus.",https://en.wikipedia.org/wiki/Paul_the_Apostle
15,en,What title of nobility is immediately inferior to that of count ?,Viscount,Marquis,Duke,Archduke,Confirmé,Viscount is a hereditary distinction that many claim but to which no powers are attached.,https://en.wikipedia.org/wiki/Viscount
16,en,"What is the capital of New Zealand, the country of Oceania southwest of the Pacific Ocean ?",Wellington,Dublin,Sydney,Auckland,Confirmé,"The third most populous city in the country, Wellington is statistically one of the twelve best cities in which to live.",https://en.wikipedia.org/wiki/Nouvelle-Z%E9lande
17,en,Which film brought together Isabelle Adjani and Sharon Stone screens ?,« Diabolique »,« Les sorcières »,« Ange et Démon »,« Les ensorceleuses »,Confirmé,"In the film « Diabolique », a teacher's wife and mistress team up to plan her assassination.",https://en.wikipedia.org/wiki/Diabolique_(1996_film)
18,en,What is the Transat Jacques Vabre also called ?,Coffee route,Rum Route,Rum Trophy,Vendée Globe,Confirmé,"The Transat Jacques Vabre or coffee route, a transatlantic double race, has been held every two years since 1993.",https://en.wikipedia.org/wiki/Transat_Jacques_Vabre
19,en,Which bird living in the northern hemisphere swims the fastest ?,Penguin,Bécassine,Martinet,Pie,Confirmé,"By abuse of language, the penguin is often confused with the penguin, because of its resemblance to the Great Penguin.",
20,en,What is the largest of the planets in our Solar System ?,Jupiter,Saturn,Uranus,Neptune,Confirmé,"Jupiter is a giant gas planet, the largest planet in the Solar System.",https://en.wikipedia.org/wiki/Jupiter
21,en,"Appeared 450 million years ago, to which animal class does the scorpion belong ?",Arachnids,Reptiles,Insects,Mammals,Expert,Scorpions are distinguished from spiders by a poisonous sting located at the end of their abdomen which can be fatal to humans.,https://en.wikipedia.org/wiki/Scorpion
22,en,What brother of an actress named Mary made the film « Saturday night fever » ?,John Badham,John Travolta,John Payne,John Remezick,Expert,"« Saturday Night Fever », produced by John Badham, was one of the main vectors for the dissemination of music and disco fashion.",https://en.wikipedia.org/wiki/Saturday_Night_Fever
23,en,"In the Middle Ages, what was a fortified village called ?",Bastide,Fortified castle,Rampart,Tour,Expert,"Nowadays, the most famous country houses are those of Monflanquin, Monpazier, Grenada or even Libourne.",https://en.wikipedia.org/wiki/Bastide
24,en,Which town in Kent is famous for its miraculous spring ?,Tunbridge Wells,Gillingham,Dartford,Ramsgate,Expert,"Like Queen Victoria, many famous people came to Tunbridge Wells for a cure to take advantage of its miraculous source.",
25,en,What wine-based appetizer is flavored with bitter and invigorating plants ?,Vermouth,Kokebok,Gentian,Piccolo,Expert,"In a classification from the driest to the mildest, we find dry vermouth, white, rose and red.",https://en.wikipedia.org/wiki/Vermouth
26,en,"To which writer, member of the French Academy, do we owe the novel entitled « Le sagouin » ?",Mauriac,Giono,Camus,Barjavel,Expert,"In the novel « Le sagouin », written in four parts, we can assume that the action took place around 1920.",
27,en,Which French president died in an unusual situation ?,Félix Faure,René Coty,Georges Pompidou,Raymond Poincaré,Expert,"Following this unexpected death, it was often said of Félix Faure that he was a president more famous by his death than by his life.",https://en.wikipedia.org/wiki/Félix_Faure
28,en,What is the name of the mountain slope not located in the sun ?,Ubac,Adret,Being,Surf,Expert,"In the northern hemisphere, the ubac is generally the north face of a mountain while the adret represents the south face.",
29,en,What palmiped bird has the particularity of building a floating nest ?,Grebe,Grèle,Grève,Grène,Expert,"The position of the legs, very short and very back in relation to the body, has earned the name the pretty name of feet behind.",https://en.wikipedia.org/wiki/Grebe
30,en,"A chuck, which owes its name to its resemblance to a duckbill, is a tool close to...",Wood chisel,Mallet,Crankshaft,Planer,Expert,The chisel is a tool still sometimes used today to make wooden parts turned between points.,
1,de,Welcher erfolgreiche Film kam auf den Leinwänden von Sean Connery und Christophe Lambert zusammen ?,« Highlander »,« Subway »,« Mad Max »,« Greystoke »,Débutant,"« A Kind of Magic » ist ein Album der Gruppe Queen, das im Juni 1986 veröffentlicht wurde. Sechs der neun Songs werden im Film « Highlander » verwendet.",https://de.wikipedia.org/wiki/Highlander
2,de,"Welches Land, dessen erste Einwohner Newars waren, hat Kathmandu als Hauptstadt ?",Nepal,Tibet,Nordkorea,Pakistan,Débutant,Kathmandu ist die politische und religiöse Hauptstadt Nepals und die größte Stadt des Landes.,https://de.wikipedia.org/wiki/Kathmandu
3,de,In welchem Film verkörpert John Travolta einen vom Himmel gefallenen Engel ?,« Michael »,« Johnny »,« Sam »,« Jerry »,Débutant,"In dem Film « Michael » untersuchen zwei Journalisten einen sogenannten echten Engel, der bei einer älteren Dame lebt.",https://de.wikipedia.org/wiki/Michael_(1996)
4,de,Für welchen französischen Singer-Songwriter mit 40 Millionen verkauften Platten ist Capri fertig ?,Hervé Vilard,Salvatore Adamo,Serge Lama,Charles Aznavour,Débutant,"Didier Barbelivien, Michel Fugain und Danyel Gérard standen auf der Liste der Künstler, die für Hervé Vilard komponiert haben.",https://de.wikipedia.org/wiki/Hervé_Vilard
5,de,Welcher 1844 geborene Maler wird auch von vielen Zollbeamten genannt ?,Henri Rousseau,Pablo Picasso,Edgar Degas,Salvador Dali,Débutant,Das erste bekannte Porträt des Malers Henri Rousseau scheint das seiner ersten Frau zu sein.,https://de.wikipedia.org/wiki/Henri_Rousseau
6,de,Welchen imaginären Charakter hat der Roman von E. R. Burroughs und das Kino populär gemacht ?,Tarzan,King-Kong,Nessie,Die Yeti,Débutant,Edgar Rice Burroughs hat viele Science-Fiction- und Fantasy-Autoren sowie viele Filmemacher inspiriert.,https://de.wikipedia.org/wiki/Edgar_Rice_Burroughs
7,de,"Was ist der einzige Wert für Roulette, der die Farbe Grün trägt ?",Null,Vierzig,Fünfzig,Dreizehn,Débutant,"Wenn der Dealer beim Roulette die Hand nimmt, setzt jeder Spieler auf eine Zahl, von der er hofft, dass sie gezogen wird, um die Wette zu gewinnen.",https://de.wikipedia.org/wiki/Roulette
8,de,"Was ist die Rasse von Columbos Hund, dem sehr hartnäckigen und einfühlsamen Inspektor des Fernsehens ?",Basset,Beagle,Bichon,Barbet,Débutant,"1978 unterbrochen, wurde die Fernsehserie « Columbo » 1989 wiederbelebt, immer noch mit Peter Falk in der Hauptrolle.",https://de.wikipedia.org/wiki/Columbo
9,de,Was ist die kleinste auf einem Computer verwendbare Speichereinheit ?,Bit,Byte,Giga,Mega,Débutant,"Speicher ist eine wesentliche Hardwarekomponente vieler elektronischer Geräte, die in allen Computern und Konsolen vorhanden sind.",
10,de,Wie heißt der Zahn eines Kindes im umgangssprachlichen Sprachgebrauch ?,Quenotte,Handschellen,Wärmflasche,Murmeltier,Débutant,"Es ist besonders wichtig, Ihre Zähne regelmäßig zu putzen, um die Ausbreitung von Hohlräumen im Mund zu vermeiden.",https://de.wikipedia.org/wiki/Zahn
11,de,"Wo ist der berühmte amerikanische Marinestützpunkt Guantanamo, der für seine Zuverlässigkeit bekannt ist ?",Kuba,Mexiko,Hawaii,Paraguay,Confirmé,"Die hochsichere Basis von Guantanamo hält Personen und Personen fest, die als illegale Kombattanten qualifiziert sind.",
12,de,Was ist die Spezialität des tunesischen Sportlers Oussama Mellouli ?,Schwimmen,Marathon,Fußball,Boxen,Confirmé,"Oussama Mellouli ist der erste tunesische Schwimmprofi, der diesen Titel gewonnen hat.",https://de.wikipedia.org/wiki/Oussama_Mellouli
13,de,Welcher französische Schauspieler hat die erste Rolle in dem Film « Le Guépard » gewonnen ?,Alain Delon,Claude Brasseur,Jean Gabin,Jean Reno,Confirmé,"Der Film « Der Leopard », der den Schauspieler Alain Delon inszeniert, beschreibt den Sturz der italienischen Aristokratie, dessen Schlüssel die Bühne des Balls gibt.",https://de.wikipedia.org/wiki/Der_Leopard_(1963)
14,de,"Wer war der Gefährte des Paulus von Tarsus, der auch als Heiliger Paulus bekannt ist ?",Heiliger Lukas,Heiliger Matthäus,Saint John,Saint Mark,Confirmé,"Ohne Teil der Zwölf zu sein, prägte der heilige Paulus das Christentum dennoch durch seine Interpretation der Lehre Jesu.",https://de.wikipedia.org/wiki/Paulus_von_Tarsus
15,de,Welcher Adelstitel ist dem Grafentitel unmittelbar unterlegen ?,Viscount,Marquis,Herzog,Erzherzog,Confirmé,"Viscount ist eine erbliche Unterscheidung, die viele behaupten, an die aber keine Befugnisse gebunden sind.",https://de.wikipedia.org/wiki/Vicomte
16,de,"Was ist die Hauptstadt von Neuseeland, das Land Ozeaniens südwestlich des Pazifischen Ozeans ?",Wellington,Dublin,Sydney,Auckland,Confirmé,"Wellington ist die drittgrößte Stadt des Landes und statistisch gesehen eine der zwölf besten Städte, in denen man leben kann.",https://de.wikipedia.org/wiki/Nouvelle-Z%E9lande
17,de,Welcher Film brachte Isabelle Adjani und Sharon Stone zusammen ?,« Diabolique »,« Les sorcières »,« Ange et Démon »,« Les ensorceleuses »,Confirmé,In dem Film « Diabolique » planen die Frau und die Geliebte eines Lehrers gemeinsam ihre Ermordung.,https://de.wikipedia.org/wiki/Diabolisch
18,de,Wie heißt der Transat Jacques Vabre auch ?,Kaffeeroute,Rumroute,Rum Trophy,Vendée Globe,Confirmé,"Der Transat Jacques Vabre oder Kaffeeroute, ein transatlantisches Doppelrennen, findet seit 1993 alle zwei Jahre statt.",https://de.wikipedia.org/wiki/Transat_Jacques_Vabre
19,de,Welcher Vogel auf der Nordhalbkugel schwimmt am schnellsten ?,Pinguin,Basscassine,Martinet,Kuchen,Confirmé,"Durch Sprachmissbrauch wird der Pinguin oft mit dem Pinguin verwechselt, da er dem Großen Pinguin ähnelt.",
20,de,Was ist der größte der Planeten in unserem Sonnensystem ?,Jupiter,Saturn,Uranus,Neptun,Confirmé,"Jupiter ist ein riesiger Gasplanet, der größte Planet im Sonnensystem.",https://de.wikipedia.org/wiki/Jupiter_(Planet)
21,de,"Vor 450 Millionen Jahren erschienen, zu welcher Tierklasse gehört der Skorpion ?",Spinnentiere,Reptilien,Insekten,Säugetiere,Expert,"Skorpione unterscheiden sich von Spinnen durch einen giftigen Stich am Ende ihres Abdomens, der für den Menschen tödlich sein kann.",https://de.wikipedia.org/wiki/Skorpione
22,de,Welcher Bruder einer Schauspielerin namens Mary drehte den Film « Saturday Night Fever » ?,John Badham,John Travolta,John Payne,John Remezick,Expert,Das von John Badham produzierte « Saturday Night Fever » war einer der Hauptvektoren für die Verbreitung von Musik und Disco-Mode.,https://de.wikipedia.org/wiki/Saturday_Night_Fever_(Film)
23,de,Wie hieß ein befestigtes Dorf im Mittelalter ?,Bastide,Befestigtes schloss,Wall,Tour,Expert,"Heutzutage sind die bekanntesten Landhäuser die von Monflanquin, Monpazier, Grenada oder sogar Libourne.",https://de.wikipedia.org/wiki/Bastide
24,de,Welche Stadt in Kent ist berühmt für ihren wunderbaren Frühling ?,Tunbridge Wells,Gillingham,Dartford,Ramsgate,Expert,"Wie Königin Victoria kamen viele berühmte Persönlichkeiten nach Tunbridge Wells, um die wundersame Quelle zu heilen.",
25,de,Welche Vorspeise auf Weinbasis ist mit bitteren und belebenden Pflanzen aromatisiert ?,Wermut,Kokebok,Enzian,Piccolo,Expert,"In einer Einteilung vom trockensten zum mildesten finden wir trockenen Wermut, Weiß, Rosé und Rot.",https://de.wikipedia.org/wiki/Wermut (Getränk)
26,de,"Welchem Schriftsteller, Mitglied der französischen Akademie, verdanken wir den Roman « Le sagouin » ?",Mauriac,Giono,Camus,Barjavel,Expert,"In dem vierteiligen Roman « Le sagouin » können wir davon ausgehen, dass die Handlung um 1920 stattgefunden hat.",
27,de,Welcher französische Präsident ist in einer ungewöhnlichen Situation gestorben ?,Félix Faure,René Coty,Georges Pompidou,Raymond Poincaré,Expert,"Nach diesem unerwarteten Tod wurde von Félix Faure oft gesagt, dass er ein Präsident war, der durch seinen Tod berühmter war als durch sein Leben.",https://de.wikipedia.org/wiki/Félix_Faure
28,de,"Wie heißt der Berghang, der nicht in der Sonne liegt ?",Ubac,Adret,Sein,Surf,Expert,"In der nördlichen Hemisphäre ist der Ubac im Allgemeinen die Nordwand eines Berges, während der Adret die Südwand darstellt.",
29,de,"Welcher Palmenvogel hat die Besonderheit, ein schwimmendes Nest zu bauen ?",Grèbe,Grèle,Grève,Grène,Expert,"Die Position der Beine, sehr kurz und sehr zurück in Bezug auf den Körper, hat den Namen den hübschen Namen der Füße hinter sich gebracht.",https://de.wikipedia.org/wiki/Lappentaucher
30,de,"Ein Spannfutter, das seinen Namen einer Entenschnabelähnlichkeit verdankt, ist ein Werkzeug in der Nähe von...",Holzmeißel,Mallet,Kurbelwelle,Hobel,Expert,"Der Meißel ist ein Werkzeug, das auch heute noch verwendet wird, um Holzteile zwischen Punkten zu drehen.",
1,es,¿Qué película exitosa se unió en las pantallas de Sean Connery y Christophe Lambert ?,« Highlander »,« Subway »,« Mad Max »,« Greystoke »,Débutant,"« A Kind of Magic » es un álbum del grupo Queen, lanzado en junio de 1986, seis de sus nueve canciones utilizadas en la película « Highlander ».",https://es.wikipedia.org/wiki/Highlander_(película)
2,es,"¿Qué país, cuyos primeros habitantes fueron Newars, tiene a Katmandú como su capital ?",Nepal,Tibet,Corea del Norte,Pakistán,Débutant,Katmandú es la capital política y religiosa de Nepal y la ciudad más grande del país.,https://es.wikipedia.org/wiki/Katmandú
3,es,¿En qué película encarna John Travolta a un ángel caído del cielo ?,« Michael »,« Johnny »,« Sam »,« Jerry »,Débutant,"En la película « Michael », dos periodistas investigan un supuesto ángel real que vive con una anciana.",https://es.wikipedia.org/wiki/Michael_(película)
4,es,¿Para qué cantante y compositor francés con 40 millones de discos vendidos se acabó Capri ?,Hervé Vilard,Salvatore Adamo,Serge Lama,Charles Aznavour,Débutant,"Didier Barbelivien, Michel Fugain y Danyel Gérard fueron parte de la lista de artistas que compusieron para Hervé Vilard.",https://es.wikipedia.org/wiki/Hervé_Vilard
5,es,"¿Qué pintor, nacido en 1844, también es llamado por muchos oficiales de aduanas ?",Henri Rousseau,Pablo Picasso,Edgar Degas,Salvador Dali,Débutant,El primer retrato conocido realizado por el pintor Henri Rousseau parece ser el de su primera esposa.,https://es.wikipedia.org/wiki/Henri_Julien_Félix_Rousseau
6,es,¿Qué personaje imaginario popularizó la novela de E.R. Burroughs y el cine ?,Tarzán,King-Kong,Nessie,El Yeti,Débutant,"Edgar Rice Burroughs ha inspirado a muchos escritores de ciencia ficción y fantasía, así como a muchos cineastas.",https://es.wikipedia.org/wiki/Edgar_Rice_Burroughs
7,es,¿Cuál es el único valor para que la ruleta use el color verde ?,Cero,Cuarenta,Cincuenta,Trece,Débutant,"En la ruleta, cuando el crupier toma la mano, cada jugador apuesta por un número que espera ser sorteado para ganar la apuesta.",https://es.wikipedia.org/wiki/Ruleta
8,es,"¿Cuál es la raza del perro de Columbo, el muy obstinado y perceptivo inspector de televisión ?",Basset,Beagle,Bichon,Barbet,Débutant,"Interrumpida en 1978, la serie de televisión « Columbo » fue revivida en 1989, aún con Peter Falk en el papel principal.",https://es.wikipedia.org/wiki/Columbo
9,es,¿Cuál es la unidad de memoria más pequeña que se puede usar en una computadora ?,Bit,Byte,Giga,Mega,Débutant,"La memoria es un componente esencial del hardware de muchos dispositivos electrónicos, que se encuentra en todas las computadoras y consolas.",
10,es,"En lenguaje coloquial, ¿cómo se llama el diente de un niño ?",Quenotte,Esposas,Botella de agua caliente,Marmota,Débutant,Es particularmente importante cepillarse los dientes regularmente para evitar la proliferación de caries en la boca.,https://es.wikipedia.org/wiki/Diente
11,es,"¿Dónde está la famosa base naval estadounidense de Guantánamo, famosa por su fiabilidad ?",Cuba,Mexico,Hawai,Paraguay,Confirmé,"La base de Guantánamo, muy segura, detiene a personas e individuos calificados como combatientes ilegales.",
12,es,¿Cuál es la especialidad del deportista tunecino Oussama Mellouli ?,Natación,Maratón,Fútbol,Boxeo,Confirmé,Osama Mellouli es el primer campeón de natación profesional tunecino en ganar este título.,https://es.wikipedia.org/wiki/Oussama_Mellouli
